BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,SEGMENT,BALANCE_GROUP,BALANCE_FREQ_GROUP,PURCHASES_GROUP,ONEOFF_PURCHASES_GROUP,INSTALLMENTS_PURCHASES_GROUP,CASH_ADVANCE_GROUP,PURCHASES_FREQ_GROUP,ONEOFF_PURCHASES_FREQ_GROUP,PURCHASES_INSTALLMENTS_FREQ_GROUP,CASH_ADVANCE_FREQ_GROUP,CASH_ADVANCE_TRX_GROUP,PURCHASES_TRX_GROUP,CREDIT_LIMIT_GROUP,PAYMENTS_GROUP,MIN_PAYMENTS_GROUP,PRC_FULL_PAYMENT_GROUP
11642.6,1.0,15108.47,2370.0,12738.47,0.0,1.0,0.5,1.0,0.0,0,298,12000.0,16005.45,11652.57,0.0,12,2,>10001,0.81-1,>10001,2001-4000,>10001,0-2000,0.81-1,0.41-0.6,0.81-1,0-0.2,0-5,>135,10001-12000,16001-18000,10001-12000,0-0.2
2893.14,1.0,0.0,0.0,0.0,1188.13,0.0,0.0,0.0,0.17,4,0,4000.0,877.65,928.78,0.0,12,0,2001-4000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
1589.08,1.0,0.0,0.0,0.0,1527.09,0.0,0.0,0.0,0.43,4,0,2000.0,287.35,411.73,0.0,7,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0.41-0.6,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
2540.71,1.0,844.38,844.38,0.0,197.62,0.5,0.5,0.0,0.08,1,11,7000.0,576.31,532.65,0.0,12,1,2001-4000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0.41-0.6,0-0.2,0-0.2,0-5,0-15,6001-8000,0-2000,0-2000,0-0.2
1023.12,1.0,1537.93,1093.67,444.26,247.04,0.75,0.58,0.58,0.08,1,25,9000.0,1070.15,235.24,0.0,12,1,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.61-0.8,0.41-0.6,0.41-0.6,0-0.2,0-5,16-30,8001-10000,0-2000,0-2000,0-0.2
3937.88,1.0,0.0,0.0,0.0,1767.1,0.0,0.0,0.0,0.25,3,0,12000.0,2108.79,1046.61,0.0,12,2,2001-4000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0.21-0.4,0-5,0-15,10001-12000,2001-4000,0-2000,0-0.2
1079.01,1.0,0.0,0.0,0.0,1259.57,0.0,0.0,0.0,0.55,9,0,1200.0,1379.64,271.36,0.09,11,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0.41-0.6,6-10,0-15,0-2000,0-2000,0-2000,0-0.2
2545.61,1.0,0.0,0.0,0.0,1353.8,0.0,0.0,0.0,0.33,8,0,3000.0,716.42,947.74,0.0,12,0,2001-4000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0.21-0.4,6-10,0-15,2001-4000,0-2000,0-2000,0-0.2
1659.41,1.0,324.0,324.0,0.0,2039.74,0.17,0.17,0.0,0.25,7,3,4000.0,510.21,542.33,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,2001-4000,0-0.2,0-0.2,0-0.2,0.21-0.4,6-10,0-15,2001-4000,0-2000,0-2000,0-0.2
4484.84,1.0,591.3,0.0,591.3,1402.72,0.75,0.0,0.75,0.08,1,23,6500.0,1476.73,1233.34,0.0,12,1,4001-6000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.61-0.8,0-0.2,0.61-0.8,0-0.2,0-5,16-30,6001-8000,0-2000,0-2000,0-0.2
335.36,1.0,3237.47,3237.47,0.0,0.0,0.75,0.75,0.0,0.0,0,19,2000.0,3137.12,124.83,0.57,12,0,0-2000,0.81-1,2001-4000,2001-4000,0-2000,0-2000,0.61-0.8,0.61-0.8,0-0.2,0-0.2,0-5,16-30,0-2000,2001-4000,0-2000,0.41-0.6
8214.86,1.0,5213.41,2396.6,2816.81,0.0,1.0,0.83,0.92,0.0,0,79,15000.0,2137.64,2046.52,0.0,12,2,8001-10000,0.81-1,4001-6000,2001-4000,2001-4000,0-2000,0.81-1,0.81-1,0.81-1,0-0.2,0-5,76-90,14001-16000,2001-4000,2001-4000,0-0.2
745.73,0.73,137.7,35.0,102.7,0.0,0.17,0.08,0.17,0.0,0,3,2000.0,2443.97,3239.4,0.0,12,0,0-2000,0.61-0.8,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,2001-4000,2001-4000,0-0.2
302.09,0.82,0.0,0.0,0.0,3688.09,0.0,0.0,0.0,0.17,8,0,2000.0,4032.53,87.87,0.1,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,2001-4000,0-0.2,0-0.2,0-0.2,0-0.2,6-10,0-15,0-2000,4001-6000,0-2000,0-0.2
438.55,1.0,3647.61,3403.79,243.82,0.0,1.0,1.0,0.92,0.0,0,65,7500.0,3130.11,172.08,0.25,12,1,0-2000,0.81-1,2001-4000,2001-4000,0-2000,0-2000,0.81-1,0.81-1,0.81-1,0-0.2,0-5,61-75,6001-8000,2001-4000,0-2000,0.21-0.4
646.75,0.82,0.0,0.0,0.0,889.41,0.0,0.0,0.0,0.33,6,0,1350.0,789.13,184.54,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0.21-0.4,6-10,0-15,0-2000,0-2000,0-2000,0-0.2
9266.08,1.0,100.0,0.0,100.0,4383.3,0.33,0.0,0.25,0.17,3,4,17500.0,2444.12,2603.41,0.0,12,2,8001-10000,0.81-1,0-2000,0-2000,0-2000,4001-6000,0.21-0.4,0-0.2,0.21-0.4,0-0.2,0-5,0-15,16001-18000,2001-4000,2001-4000,0-0.2
2735.48,0.64,100.0,0.0,100.0,6964.78,0.33,0.0,0.25,0.5,11,4,9000.0,1129.13,1362.58,0.0,12,1,2001-4000,0.61-0.8,0-2000,0-2000,0-2000,6001-8000,0.21-0.4,0-0.2,0.21-0.4,0.41-0.6,11-15,0-15,8001-10000,0-2000,0-2000,0-0.2
160.53,0.36,299.38,299.38,0.0,836.77,0.17,0.17,0.0,0.08,4,5,1200.0,41.24,89.77,0.0,12,0,0-2000,0.21-0.4,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
2.39,0.45,115.0,0.0,115.0,0.0,1.0,0.0,0.92,0.0,0,12,8500.0,99.46,21.5,0.0,12,1,0-2000,0.41-0.6,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,0-15,8001-10000,0-2000,0-2000,0-0.2
199.75,1.0,1569.23,940.51,628.72,0.0,1.0,0.67,0.83,0.0,0,42,7500.0,1480.65,187.54,0.92,12,1,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0.61-0.8,0.81-1,0-0.2,0-5,31-45,6001-8000,0-2000,0-2000,0.81-1
1647.99,1.0,127.46,127.46,0.0,0.0,0.08,0.08,0.0,0.0,0,2,3500.0,414.26,486.38,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
1362.55,1.0,0.0,0.0,0.0,73.99,0.0,0.0,0.0,0.09,1,0,1500.0,312.51,357.3,0.0,11,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
2221.25,0.55,0.0,0.0,0.0,6448.25,0.0,0.0,0.0,0.33,12,0,7000.0,397.8,477.92,0.0,12,1,2001-4000,0.41-0.6,0-2000,0-2000,0-2000,6001-8000,0-0.2,0-0.2,0-0.2,0.21-0.4,11-15,0-15,6001-8000,0-2000,0-2000,0-0.2
101.14,1.0,1411.82,546.02,865.8,0.0,1.0,1.0,0.83,0.0,0,42,3500.0,1357.4,176.9,0.75,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0.81-1,0.81-1,0-0.2,0-5,31-45,2001-4000,0-2000,0-2000,0.61-0.8
19.41,1.0,229.92,0.0,229.92,0.0,1.0,0.0,1.0,0.0,0,12,2000.0,254.15,142.38,0.5,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0.41-0.6
189.12,1.0,429.88,0.0,429.88,0.0,1.0,0.0,1.0,0.0,0,19,10000.0,723.78,203.34,0.0,12,1,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,16-30,8001-10000,0-2000,0-2000,0-0.2
67.86,0.36,295.64,189.0,106.64,0.0,0.67,0.08,0.67,0.0,0,9,3000.0,374.78,68.4,0.0,12,0,0-2000,0.21-0.4,0-2000,0-2000,0-2000,0-2000,0.61-0.8,0-0.2,0.61-0.8,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
1338.32,0.91,0.0,0.0,0.0,1961.77,0.0,0.0,0.0,0.08,1,0,2000.0,2313.97,398.03,0.11,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,2001-4000,0-2000,0-0.2
5099.85,1.0,805.45,695.9,109.55,587.44,0.83,0.42,0.67,0.25,4,22,5000.0,1922.3,3777.38,0.0,12,1,4001-6000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0.41-0.6,0.61-0.8,0.21-0.4,0-5,16-30,4001-6000,0-2000,2001-4000,0-0.2
68.22,0.91,537.68,0.0,537.68,0.0,0.92,0.0,0.92,0.0,0,22,3000.0,577.38,182.87,0.45,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,16-30,2001-4000,0-2000,0-2000,0.41-0.6
4028.76,1.0,361.07,104.38,256.69,0.0,1.0,0.17,1.0,0.0,0,18,4300.0,1279.93,1537.98,0.0,12,1,4001-6000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,16-30,4001-6000,0-2000,0-2000,0-0.2
9.73,0.64,99.24,0.0,99.24,0.0,0.58,0.0,0.58,0.0,0,8,1000.0,195.35,104.21,0.14,12,0,0-2000,0.61-0.8,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0-0.2,0.41-0.6,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
224.92,0.55,2330.0,0.0,2330.0,0.0,0.5,0.0,0.42,0.0,0,6,7500.0,3795.42,194.17,1.0,12,1,0-2000,0.41-0.6,2001-4000,0-2000,2001-4000,0-2000,0.41-0.6,0-0.2,0.41-0.6,0-0.2,0-5,0-15,6001-8000,2001-4000,0-2000,0.81-1
1378.91,1.0,0.0,0.0,0.0,454.31,0.0,0.0,0.0,0.42,5,0,1500.0,782.71,424.42,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0.41-0.6,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
2017.95,1.0,1137.55,1137.55,0.0,145.94,0.33,0.33,0.0,0.17,2,14,2500.0,2416.25,667.81,0.0,12,0,2001-4000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.21-0.4,0.21-0.4,0-0.2,0-0.2,0-5,0-15,2001-4000,2001-4000,0-2000,0-0.2
409.19,0.55,1213.23,1213.23,0.0,1751.42,0.25,0.25,0.0,0.42,8,9,6000.0,5997.8,178.42,0.0,12,1,0-2000,0.41-0.6,0-2000,0-2000,0-2000,0-2000,0.21-0.4,0.21-0.4,0-0.2,0.41-0.6,6-10,0-15,4001-6000,4001-6000,0-2000,0-0.2
3130.54,1.0,428.16,428.16,0.0,688.36,0.33,0.33,0.0,0.25,3,7,4300.0,734.93,688.85,0.0,12,1,2001-4000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.21-0.4,0.21-0.4,0-0.2,0.21-0.4,0-5,0-15,4001-6000,0-2000,0-2000,0-0.2
1143.41,1.0,0.0,0.0,0.0,47.24,0.0,0.0,0.0,0.08,1,0,1200.0,283.07,353.61,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
4215.77,1.0,0.0,0.0,0.0,7870.35,0.0,0.0,0.0,0.42,16,0,7500.0,5197.38,1561.71,0.08,12,1,4001-6000,0.81-1,0-2000,0-2000,0-2000,6001-8000,0-0.2,0-0.2,0-0.2,0.41-0.6,16-20,0-15,6001-8000,4001-6000,0-2000,0-0.2
54.95,0.64,470.12,0.0,470.12,0.0,0.33,0.0,0.33,0.0,0,4,10000.0,1042.21,178.11,0.67,12,1,0-2000,0.61-0.8,0-2000,0-2000,0-2000,0-2000,0.21-0.4,0-0.2,0.21-0.4,0-0.2,0-5,0-15,8001-10000,0-2000,0-2000,0.61-0.8
1539.46,1.0,629.78,423.89,205.89,0.0,0.33,0.08,0.17,0.0,0,6,2000.0,559.34,467.52,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.21-0.4,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
2589.5,1.0,0.0,0.0,0.0,2529.71,0.0,0.0,0.0,0.17,4,0,5000.0,1647.94,687.72,0.0,12,1,2001-4000,0.81-1,0-2000,0-2000,0-2000,2001-4000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,4001-6000,0-2000,0-2000,0-0.2
798.07,1.0,660.02,530.19,129.83,189.78,0.33,0.33,0.25,0.08,2,16,2050.0,1238.47,328.25,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.21-0.4,0.21-0.4,0.21-0.4,0-0.2,0-5,16-30,2001-4000,0-2000,0-2000,0-0.2
6877.33,1.0,0.0,0.0,0.0,3801.15,0.0,0.0,0.0,0.25,3,0,9000.0,1370.86,1757.15,0.0,12,1,6001-8000,0.81-1,0-2000,0-2000,0-2000,2001-4000,0-0.2,0-0.2,0-0.2,0.21-0.4,0-5,0-15,8001-10000,0-2000,0-2000,0-0.2
234.54,1.0,2453.46,408.97,2044.49,0.0,1.0,0.33,1.0,0.0,0,54,6500.0,2869.93,199.54,0.75,12,1,0-2000,0.81-1,2001-4000,0-2000,2001-4000,0-2000,0.81-1,0.21-0.4,0.81-1,0-0.2,0-5,46-60,6001-8000,2001-4000,0-2000,0.61-0.8
4420.69,1.0,0.0,0.0,0.0,3202.93,0.0,0.0,0.0,1.0,32,0,4600.0,2831.14,2544.87,0.0,12,1,4001-6000,0.81-1,0-2000,0-2000,0-2000,2001-4000,0-0.2,0-0.2,0-0.2,0.81-1,31-35,0-15,4001-6000,2001-4000,2001-4000,0-0.2
5757.92,1.0,5544.45,3169.2,2375.25,2722.52,1.0,0.75,1.0,0.42,8,59,7000.0,2370.15,2411.31,0.0,12,1,4001-6000,0.81-1,4001-6000,2001-4000,2001-4000,2001-4000,0.81-1,0.61-0.8,0.81-1,0.41-0.6,6-10,46-60,6001-8000,2001-4000,2001-4000,0-0.2
2341.63,1.0,2153.83,1260.08,893.75,0.0,0.92,0.08,0.92,0.0,0,13,7500.0,774.5,688.14,0.0,12,1,2001-4000,0.81-1,2001-4000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,0-15,6001-8000,0-2000,0-2000,0-0.2
1022.69,1.0,409.92,0.0,409.92,177.19,1.0,0.0,1.0,0.25,6,12,1000.0,774.61,940.66,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0.21-0.4,6-10,0-15,0-2000,0-2000,0-2000,0-0.2
1497.87,1.0,806.64,681.69,124.95,0.0,0.83,0.75,0.42,0.0,0,26,1700.0,826.3,857.42,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0.61-0.8,0.41-0.6,0-0.2,0-5,16-30,0-2000,0-2000,0-2000,0-0.2
115.34,1.0,54.67,0.0,54.67,727.57,0.17,0.0,0.17,0.17,2,2,1200.0,410.87,115.04,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
1175.75,1.0,848.26,115.0,733.26,1032.46,0.92,0.08,0.83,0.08,2,12,1200.0,2117.53,838.14,0.08,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,0-15,0-2000,2001-4000,0-2000,0-0.2
512.06,0.82,921.2,664.73,256.47,0.0,0.42,0.17,0.25,0.0,0,7,5500.0,1851.55,786.59,0.0,12,1,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0-0.2,0.21-0.4,0-0.2,0-5,0-15,4001-6000,0-2000,0-2000,0-0.2
40.65,1.0,636.83,636.83,0.0,0.0,0.67,0.67,0.0,0.0,0,8,7500.0,670.21,182.98,0.42,12,1,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.61-0.8,0.61-0.8,0-0.2,0-0.2,0-5,0-15,6001-8000,0-2000,0-2000,0.41-0.6
12323.85,1.0,989.32,989.32,0.0,0.0,0.09,0.09,0.0,0.0,0,2,18000.0,9542.25,2540.08,0.0,11,2,>10001,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,16001-18000,8001-10000,2001-4000,0-0.2
967.18,1.0,208.4,0.0,208.4,0.0,0.33,0.0,0.33,0.0,0,4,1000.0,431.4,846.72,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.21-0.4,0-0.2,0.21-0.4,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
97.45,0.82,334.73,334.73,0.0,19.55,0.08,0.08,0.0,0.08,1,1,2500.0,234.27,117.3,0.25,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0.21-0.4
346.78,1.0,961.12,961.12,0.0,0.0,0.33,0.33,0.0,0.0,0,4,7000.0,409.11,373.88,0.0,12,1,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.21-0.4,0.21-0.4,0-0.2,0-0.2,0-5,0-15,6001-8000,0-2000,0-2000,0-0.2
32.23,0.64,73.45,73.45,0.0,0.0,0.17,0.17,0.0,0.0,0,2,4000.0,25.16,163.32,0.0,12,0,0-2000,0.61-0.8,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
39.64,1.0,0.0,0.0,0.0,45.18,0.0,0.0,0.0,0.08,1,0,5000.0,0.0,0.0,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,4001-6000,0-2000,0-2000,0-0.2
1902.44,1.0,0.0,0.0,0.0,2272.98,0.0,0.0,0.0,0.08,3,0,2500.0,2751.37,650.09,0.08,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,2001-4000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,2001-4000,2001-4000,0-2000,0-0.2
600.78,1.0,760.38,269.53,490.85,0.0,1.0,0.17,1.0,0.0,0,35,4500.0,829.71,186.05,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,31-45,4001-6000,0-2000,0-2000,0-0.2
2864.64,0.9,135.0,70.0,65.0,4345.32,0.5,0.2,0.4,0.5,10,7,7000.0,1626.5,656.86,0.0,10,1,2001-4000,0.81-1,0-2000,0-2000,0-2000,4001-6000,0.41-0.6,0-0.2,0.21-0.4,0.41-0.6,6-10,0-15,6001-8000,0-2000,0-2000,0-0.2
4994.96,1.0,0.0,0.0,0.0,2539.71,0.0,0.0,0.0,0.42,7,0,6400.0,1107.99,1242.75,0.0,12,1,4001-6000,0.81-1,0-2000,0-2000,0-2000,2001-4000,0-0.2,0-0.2,0-0.2,0.41-0.6,6-10,0-15,6001-8000,0-2000,0-2000,0-0.2
5392.3,1.0,0.0,0.0,0.0,4020.93,0.0,0.0,0.0,0.25,5,0,8000.0,8237.32,1167.41,0.09,12,1,4001-6000,0.81-1,0-2000,0-2000,0-2000,4001-6000,0-0.2,0-0.2,0-0.2,0.21-0.4,0-5,0-15,6001-8000,8001-10000,0-2000,0-0.2
1841.61,1.0,0.0,0.0,0.0,2592.52,0.0,0.0,0.0,0.62,10,0,2500.0,372.51,427.34,0.0,8,0,0-2000,0.81-1,0-2000,0-2000,0-2000,2001-4000,0-0.2,0-0.2,0-0.2,0.61-0.8,6-10,0-15,2001-4000,0-2000,0-2000,0-0.2
2809.13,1.0,65.5,65.5,0.0,0.0,0.08,0.08,0.0,0.0,0,1,3000.0,534.05,1900.03,0.0,12,0,2001-4000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
1305.72,1.0,509.88,0.0,509.88,93.02,1.0,0.0,1.0,0.08,1,24,1200.0,913.23,1929.69,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,16-30,0-2000,0-2000,0-2000,0-0.2
258.15,1.0,433.2,0.0,433.2,0.0,1.0,0.0,1.0,0.0,0,24,6000.0,229.82,162.31,0.0,12,1,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,16-30,4001-6000,0-2000,0-2000,0-0.2
162.72,1.0,222.7,94.7,128.0,0.0,0.5,0.17,0.33,0.0,0,8,4250.0,367.72,166.66,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0-0.2,0.21-0.4,0-0.2,0-5,0-15,4001-6000,0-2000,0-2000,0-0.2
4007.61,1.0,83.0,83.0,0.0,9003.08,0.08,0.08,0.0,0.25,12,1,10000.0,1308.07,1221.25,0.0,12,1,4001-6000,0.81-1,0-2000,0-2000,0-2000,8001-10000,0-0.2,0-0.2,0-0.2,0.21-0.4,11-15,0-15,8001-10000,0-2000,0-2000,0-0.2
11.76,0.18,100.94,0.0,100.94,0.0,0.17,0.0,0.17,0.0,0,2,6000.0,567.06,134.69,0.67,12,1,0-2000,0-0.2,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,4001-6000,0-2000,0-2000,0.61-0.8
1384.01,1.0,0.0,0.0,0.0,102.32,0.0,0.0,0.0,0.17,1,0,1500.0,183.35,212.45,0.0,6,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
6980.23,1.0,4400.0,4000.0,400.0,913.38,0.33,0.08,0.33,0.08,1,5,10000.0,1530.59,1596.22,0.0,12,2,6001-8000,0.81-1,4001-6000,2001-4000,0-2000,0-2000,0.21-0.4,0-0.2,0.21-0.4,0-0.2,0-5,0-15,8001-10000,0-2000,0-2000,0-0.2
2964.12,1.0,118.05,0.0,118.05,157.3,0.08,0.0,0.08,0.25,4,2,3000.0,359.89,17563.49,0.0,12,0,2001-4000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0.21-0.4,0-5,0-15,2001-4000,0-2000,16001-18000,0-0.2
78.29,1.0,1045.76,63.2,982.56,0.0,1.0,0.08,1.0,0.0,0,25,7000.0,945.0,133.97,0.4,12,1,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,16-30,6001-8000,0-2000,0-2000,0.21-0.4
1307.94,1.0,1280.58,237.4,1043.18,0.0,0.83,0.08,0.83,0.0,0,28,1800.0,544.41,337.18,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,16-30,0-2000,0-2000,0-2000,0-0.2
27.94,0.73,205.92,0.0,205.92,0.0,0.67,0.0,0.67,0.0,0,24,1200.0,327.27,110.29,0.18,12,0,0-2000,0.61-0.8,0-2000,0-2000,0-2000,0-2000,0.61-0.8,0-0.2,0.61-0.8,0-0.2,0-5,16-30,0-2000,0-2000,0-2000,0-0.2
77.31,0.73,171.06,0.0,171.06,0.0,0.5,0.0,0.5,0.0,0,6,1500.0,329.59,148.76,0.0,12,0,0-2000,0.61-0.8,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0-0.2,0.41-0.6,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
807.09,1.0,1272.53,356.64,915.89,0.0,1.0,0.5,1.0,0.0,0,66,6000.0,2274.39,227.35,0.25,12,1,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0.41-0.6,0.81-1,0-0.2,0-5,61-75,4001-6000,2001-4000,0-2000,0.21-0.4
5423.58,1.0,1672.55,107.89,1564.66,2768.04,1.0,0.08,1.0,0.17,9,40,8500.0,2411.58,4716.19,0.0,12,1,4001-6000,0.81-1,0-2000,0-2000,0-2000,2001-4000,0.81-1,0-0.2,0.81-1,0-0.2,6-10,31-45,8001-10000,2001-4000,4001-6000,0-0.2
1290.52,1.0,1518.26,1024.83,493.43,39.05,1.0,0.33,0.92,0.08,1,22,1700.0,294.23,383.57,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0.21-0.4,0.81-1,0-0.2,0-5,16-30,0-2000,0-2000,0-2000,0-0.2
34.87,1.0,356.32,0.0,356.32,0.0,1.0,0.0,0.88,0.0,0,8,1000.0,286.84,129.16,0.57,8,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0.41-0.6
811.56,1.0,558.08,492.04,66.04,0.0,0.58,0.42,0.17,0.0,0,12,8500.0,694.59,201.68,0.0,12,1,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0.41-0.6,0-0.2,0-0.2,0-5,0-15,8001-10000,0-2000,0-2000,0-0.2
1109.11,1.0,113.0,113.0,0.0,189.8,0.1,0.1,0.0,0.1,1,2,2500.0,200.74,234.55,0.0,10,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
